Account_ID,Customer_ID,Product_Type,Disbursement_Date,Loan_Amount,Tenure_Months,Interest_Rate,EMI_Amount,Outstanding_Balance,Months_On_Book,EMIs_Due,EMIs_Paid,Current_DPD,DPD_Bucket,Customer_Age,Gender,Monthly_Income,Employment_Type,Employment_Years,City,Residence_Type,Marital_Status,Dependents,Bureau_Score,Total_Trade_Lines,Active_Accounts,Delinquent_Accounts,Credit_Utilization_Pct,Enquiries_Last_3M,Enquiries_Last_6M,Enquiries_Last_12M,Worst_DPD_Last_12M,Written_Off_Accounts,Collection_Calls,PTP_Count,PTP_Kept,Bounce_Count
LN2024002893,CUS0002893,Personal Loan,2025-01-08,20700.0,18,18.55,1326.0,4140.0,1,1,1,0,Current,42,Male,8526,Salaried,2.0,Riyadh,Family,Single,1,667,8,4,1,50.3,1,4,5,30,0,0,0,0,0
LN2024002894,CUS0002894,Consumer Durable,2024-02-21,17900.0,12,17.28,1635.0,3580.0,12,12,12,0,Current,46,Male,4000,Self-Employed,1.2,Jeddah,Family,Single,3,663,5,3,1,38.8,0,0,0,0,0,0,0,0,0
LN2024002895,CUS0002895,Personal Loan,2023-08-23,20600.0,48,18.11,606.0,4120.0,18,18,18,0,Current,42,Female,5675,Salaried,0.5,Makkah,Rented,Married,0,773,7,3,0,23.3,1,1,2,30,0,0,0,0,0
LN2024002896,CUS0002896,Credit Card,2024-01-26,8300.0,18,33.98,595.0,1660.0,13,13,13,0,Current,43,Male,4000,Self-Employed,11.2,Madinah,Rented,Divorced,3,614,11,8,1,72.1,0,1,2,30,0,0,0,0,0
LN2024002897,CUS0002897,Consumer Durable,2024-10-31,2600.0,6,10.81,447.0,520.0,4,4,4,0,Current,43,Female,4000,Salaried,1.0,Riyadh,Rented,Married,5,764,9,5,0,27.0,3,4,5,0,0,0,0,0,0
LN2024002898,CUS0002898,Consumer Durable,2023-08-25,13100.0,6,19.71,2311.0,2620.0,18,6,6,0,Current,56,Female,4000,Salaried,7.0,Makkah,Owned,Married,2,586,8,7,0,42.2,1,1,3,0,0,0,0,0,0
LN2024002899,CUS0002899,Personal Loan,2024-08-29,50700.0,12,24.43,4805.0,10140.0,6,6,6,0,Current,60,Female,10998,Salaried,13.4,Tabuk,Rented,Single,3,584,8,5,0,42.1,2,3,6,0,0,0,0,0,0
LN2024002900,CUS0002900,Personal Loan,2024-04-11,11900.0,36,23.63,465.0,2380.0,10,10,10,0,Current,29,Male,4000,Salaried,12.3,Jeddah,Family,Married,3,725,5,3,0,62.8,4,6,6,0,0,0,0,0,0
LN2024002901,CUS0002901,Auto Loan,2024-11-05,37200.0,36,12.42,1243.0,7440.0,3,3,3,0,Current,49,Male,12687,Government,1.9,Other,Company Provided,Single,1,622,8,4,0,49.1,2,3,4,0,0,0,0,0,0
LN2024002902,CUS0002902,Auto Loan,2023-10-16,41300.0,36,17.44,1482.0,8260.0,16,16,16,0,Current,30,Female,14672,Salaried,3.1,Riyadh,Family,Married,2,702,7,3,0,37.6,1,1,1,30,0,0,0,0,0
LN2024002903,CUS0002903,Personal Loan,2023-11-25,20000.0,36,20.87,752.0,4000.0,15,15,15,0,Current,55,Male,5556,Salaried,2.3,Dammam,Company Provided,Married,1,746,5,4,0,38.2,1,2,2,0,0,0,0,0,0
LN2024002904,CUS0002904,Personal Loan,2024-12-30,37800.0,12,18.14,3468.0,37800.0,2,2,0,41,31-60 DPD,39,Male,15455,Salaried,0.9,Madinah,Family,Married,2,652,6,3,0,50.2,4,5,5,0,0,3,2,2,0
LN2024002905,CUS0002905,Gold Loan,2024-11-01,13000.0,18,13.66,803.0,2600.0,3,3,3,0,Current,35,Male,4433,Salaried,1.6,Jeddah,Owned,Married,4,819,5,3,0,27.6,1,4,6,0,0,0,0,0,0
LN2024002906,CUS0002906,Personal Loan,2024-02-04,27000.0,48,25.6,904.0,5400.0,12,12,12,0,Current,27,Male,6361,Self-Employed,8.8,Jeddah,Owned,Married,2,658,6,5,0,52.7,2,2,2,0,0,0,0,0,0
LN2024002907,CUS0002907,Consumer Durable,2023-12-18,6600.0,12,16.44,600.0,1760.0,14,12,11,28,1-30 DPD,38,Male,4000,Salaried,14.5,Riyadh,Rented,Single,1,533,8,4,0,53.6,1,1,2,60,0,0,0,0,1
LN2024002908,CUS0002908,Consumer Durable,2024-09-01,5400.0,12,3.97,460.0,3672.0,5,5,2,79,61-90 DPD,41,Male,4000,Salaried,0.6,Madinah,Owned,Married,0,634,8,5,0,31.4,2,3,7,0,0,8,1,0,0
LN2024002909,CUS0002909,Consumer Durable,2024-08-06,2000.0,12,4.97,171.0,400.0,6,6,6,0,Current,31,Female,4000,Government,8.0,Makkah,Family,Single,2,676,9,5,0,18.1,0,0,1,0,0,0,0,0,0
LN2024002910,CUS0002910,Personal Loan,2024-08-06,15900.0,24,23.42,836.0,3180.0,6,6,6,0,Current,32,Male,6095,Self-Employed,3.9,Riyadh,Rented,Single,4,680,10,8,0,42.4,0,0,0,0,0,0,0,0,0
LN2024002911,CUS0002911,Auto Loan,2023-08-28,25200.0,48,16.78,724.0,5040.0,18,18,18,0,Current,35,Male,7316,Salaried,9.9,Jeddah,Family,Married,0,686,2,1,0,41.5,2,5,6,0,0,0,0,0,0
LN2024002912,CUS0002912,Consumer Durable,2024-06-06,5800.0,12,7.68,504.0,1740.0,8,8,7,27,1-30 DPD,37,Female,4000,Salaried,8.3,Makkah,Rented,Single,5,592,6,4,0,67.0,1,2,3,0,0,1,1,0,1
LN2024002913,CUS0002913,Auto Loan,2024-07-20,34900.0,60,15.14,833.0,6980.0,7,7,7,0,Current,62,Male,9696,Government,7.3,Riyadh,Owned,Married,1,657,7,4,0,44.8,2,2,2,0,0,0,0,0,0
LN2024002914,CUS0002914,Personal Loan,2024-05-04,19500.0,36,23.61,761.0,3900.0,9,9,9,0,Current,36,Male,4440,Salaried,0.5,Riyadh,Owned,Married,3,759,9,7,0,44.5,1,2,3,0,0,0,0,0,0
LN2024002915,CUS0002915,Personal Loan,2023-11-18,24500.0,24,25.9,1319.0,4900.0,15,15,15,0,Current,37,Male,5545,Self-Employed,8.4,Makkah,Owned,Divorced,0,687,5,3,0,47.5,2,3,3,0,0,0,0,0,0
LN2024002916,CUS0002916,Credit Card,2023-12-13,8100.0,18,35.66,588.0,2082.86,14,14,13,17,1-30 DPD,45,Female,4000,Salaried,1.2,Other,Owned,Divorced,0,691,6,3,0,54.6,1,3,3,0,0,1,1,0,0
LN2024002917,CUS0002917,Consumer Durable,2024-12-24,2400.0,6,22.66,427.0,480.0,2,2,2,0,Current,33,Male,4000,Self-Employed,11.5,Makkah,Rented,Married,2,754,6,3,0,21.7,2,3,4,0,0,0,0,0,0
LN2024002918,CUS0002918,Consumer Durable,2024-12-29,2400.0,12,7.71,208.0,2400.0,2,2,0,81,61-90 DPD,54,Female,4000,Salaried,5.5,Makkah,Family,Married,0,588,6,3,1,59.5,0,0,1,30,0,3,3,1,0
LN2024002919,CUS0002919,Auto Loan,2023-12-15,58200.0,24,13.15,2771.0,11640.0,14,14,14,0,Current,47,Male,13191,Salaried,3.5,Riyadh,Owned,Married,1,644,4,3,0,45.3,0,0,1,0,0,0,0,0,0
LN2024002920,CUS0002920,Consumer Durable,2024-12-06,5400.0,12,2.45,456.0,1080.0,2,2,2,0,Current,43,Female,4000,Government,13.1,Jeddah,Rented,Married,3,637,7,6,2,48.6,3,4,5,0,0,0,0,0,0
LN2024002921,CUS0002921,Personal Loan,2023-08-22,21800.0,18,24.29,1457.0,7266.67,18,18,15,80,61-90 DPD,53,Male,4370,Salaried,0.5,Jeddah,Rented,Single,2,664,8,5,0,56.1,1,1,3,0,0,5,3,1,2
LN2024002922,CUS0002922,Credit Card,2023-11-02,12200.0,12,32.23,1203.0,3253.33,15,12,11,13,1-30 DPD,33,Female,4000,Government,1.7,Khobar,Family,Single,0,780,5,4,0,26.3,2,2,3,0,0,0,0,0,0
LN2024002923,CUS0002923,Auto Loan,2024-07-11,34700.0,24,15.27,1687.0,6940.0,7,7,7,0,Current,38,Male,10766,Salaried,0.8,Jeddah,Family,Married,4,596,11,8,0,50.3,1,1,1,0,0,0,0,0,0
LN2024002924,CUS0002924,Credit Card,2024-05-21,8700.0,12,31.25,853.0,2513.33,9,9,8,22,1-30 DPD,47,Male,4000,Business Owner,8.1,Riyadh,Rented,Married,0,786,6,3,0,34.0,2,2,2,30,0,1,0,0,0
LN2024002925,CUS0002925,Auto Loan,2024-08-11,42000.0,36,17.5,1508.0,8400.0,6,6,6,0,Current,36,Male,12730,Self-Employed,3.2,Madinah,Owned,Divorced,0,561,5,4,2,59.7,0,2,3,0,0,0,0,0,0
LN2024002926,CUS0002926,Personal Loan,2025-01-01,37500.0,18,19.49,2419.0,37500.0,1,1,0,58,31-60 DPD,24,Male,10491,Salaried,3.7,Riyadh,Owned,Single,3,576,6,3,0,69.4,3,3,3,30,0,4,1,1,0
LN2024002927,CUS0002927,Personal Loan,2024-10-20,44300.0,12,23.1,4170.0,8860.0,4,4,4,0,Current,42,Female,9746,Salaried,0.5,Jeddah,Owned,Single,0,715,4,2,0,42.5,2,4,5,30,0,0,0,0,0
LN2024002928,CUS0002928,Auto Loan,2024-12-30,27300.0,48,16.16,776.0,5460.0,2,2,2,0,Current,33,Male,8249,Government,12.2,Riyadh,Owned,Married,2,628,6,4,0,55.4,0,0,1,0,0,0,0,0,0
LN2024002929,CUS0002929,Auto Loan,2024-03-12,59600.0,24,13.66,2852.0,11920.0,11,11,11,0,Current,60,Female,21068,Salaried,2.9,Riyadh,Rented,Married,2,759,8,6,0,46.0,2,2,3,0,0,0,0,0,0
LN2024002930,CUS0002930,Credit Card,2024-02-14,6900.0,18,28.57,476.0,2760.0,12,12,9,77,61-90 DPD,49,Male,4000,Salaried,5.2,Madinah,Owned,Married,2,749,4,2,0,23.1,2,4,6,0,0,6,1,1,2
LN2024002931,CUS0002931,Personal Loan,2024-06-27,31800.0,36,23.26,1235.0,6360.0,8,8,8,0,Current,43,Female,10965,Salaried,3.5,Madinah,Family,Married,0,638,6,3,1,29.8,2,2,4,0,0,0,0,0,0
LN2024002932,CUS0002932,Consumer Durable,2024-01-29,3500.0,6,13.79,607.0,700.0,13,6,6,0,Current,38,Female,4000,Business Owner,1.3,Makkah,Rented,Single,2,678,7,5,0,26.3,2,3,3,0,0,0,0,0,0
LN2024002933,CUS0002933,Credit Card,2024-11-06,4500.0,18,28.13,309.0,2100.0,3,3,2,30,1-30 DPD,46,Male,4000,Salaried,15.3,Tabuk,Owned,Married,2,666,4,2,0,74.6,0,1,3,0,0,1,1,1,0
LN2024002934,CUS0002934,Auto Loan,2023-11-20,55500.0,48,12.67,1480.0,14060.0,15,15,14,21,1-30 DPD,33,Female,12662,Business Owner,6.2,Jeddah,Rented,Single,2,706,4,3,0,22.8,1,1,1,0,0,1,1,0,0
LN2024002935,CUS0002935,Credit Card,2024-02-01,20900.0,12,33.98,2079.0,4180.0,12,12,12,0,Current,40,Female,6520,Salaried,18.4,Dammam,Company Provided,Single,2,764,6,5,0,17.6,1,2,3,30,0,0,0,0,0
LN2024002936,CUS0002936,Personal Loan,2024-06-06,19600.0,12,25.5,1868.0,3920.0,8,8,8,0,Current,47,Female,5423,Salaried,1.5,Riyadh,Company Provided,Married,3,691,3,2,0,71.0,1,2,2,0,0,0,0,0,0
LN2024002937,CUS0002937,Personal Loan,2024-04-09,41900.0,24,18.97,2112.0,8380.0,10,10,10,0,Current,41,Male,13560,Salaried,3.9,Jeddah,Family,Married,0,692,5,3,0,36.7,1,3,5,0,0,0,0,0,0
LN2024002938,CUS0002938,Personal Loan,2024-01-17,17600.0,12,18.11,1614.0,3520.0,13,12,12,0,Current,35,Female,6046,Salaried,1.8,Jeddah,Rented,Married,2,584,8,4,0,77.1,1,2,3,0,0,0,0,0,0
LN2024002939,CUS0002939,Auto Loan,2024-04-13,42600.0,48,17.93,1250.0,8520.0,10,10,10,0,Current,45,Male,19827,Salaried,21.7,Jeddah,Rented,Single,3,730,7,5,0,16.8,1,2,3,0,0,0,0,0,0
LN2024002940,CUS0002940,Consumer Durable,2024-11-14,5200.0,6,5.36,880.0,1040.0,3,3,3,0,Current,49,Female,4000,Salaried,4.5,Other,Owned,Single,1,630,11,8,0,47.2,1,1,2,0,1,0,0,0,0
LN2024002941,CUS0002941,Consumer Durable,2024-03-17,4700.0,12,22.56,441.0,940.0,11,11,11,0,Current,36,Male,4000,Self-Employed,1.0,Other,Owned,Single,0,667,6,3,0,42.7,0,3,4,0,0,0,0,0,0
LN2024002942,CUS0002942,Consumer Durable,2024-10-14,4600.0,9,20.35,555.0,920.0,4,4,4,0,Current,43,Male,4000,Salaried,18.9,Dammam,Owned,Married,3,749,17,10,0,28.4,1,2,3,0,0,0,0,0,0
LN2024002943,CUS0002943,Personal Loan,2024-06-20,13200.0,24,23.32,693.0,2640.0,8,8,8,0,Current,29,Female,4000,Salaried,3.1,Other,Family,Single,4,663,4,3,0,63.8,4,7,7,0,0,0,0,0,0
LN2024002944,CUS0002944,Credit Card,2023-12-05,15400.0,12,26.24,1473.0,3080.0,14,12,12,0,Current,35,Female,4150,Government,13.6,Other,Family,Married,4,599,4,3,1,62.9,0,1,1,0,0,0,0,0,0
LN2024002945,CUS0002945,Personal Loan,2024-04-29,16000.0,36,21.56,607.0,3200.0,10,10,10,0,Current,47,Male,4000,Salaried,2.6,Riyadh,Rented,Single,1,650,13,9,0,48.7,0,2,3,0,0,0,0,0,0
LN2024002946,CUS0002946,Credit Card,2024-03-19,15800.0,24,26.65,856.0,3160.0,11,11,11,0,Current,26,Male,4000,Salaried,1.3,Khobar,Rented,Married,4,640,12,10,0,16.9,1,2,2,60,0,0,0,0,0
LN2024002947,CUS0002947,Gold Loan,2024-05-02,10100.0,6,13.23,1749.0,2020.0,9,6,6,0,Current,59,Male,4000,Salaried,0.5,Makkah,Family,Married,4,705,11,6,0,28.5,1,1,2,0,0,0,0,0,0
LN2024002948,CUS0002948,Auto Loan,2024-04-26,29900.0,48,13.41,808.0,5980.0,10,10,10,0,Current,43,Male,8959,Government,3.6,Jeddah,Owned,Single,2,678,6,5,0,38.4,4,6,7,30,0,0,0,0,0
LN2024002949,CUS0002949,Consumer Durable,2024-11-30,7700.0,9,22.62,938.0,5646.67,3,3,1,58,31-60 DPD,34,Female,4000,Salaried,2.1,Riyadh,Family,Married,0,785,10,8,0,18.7,1,1,3,30,0,1,0,0,1
LN2024002950,CUS0002950,Auto Loan,2024-01-19,56900.0,48,12.21,1504.0,11380.0,13,13,13,0,Current,59,Female,15706,Government,0.9,Madinah,Rented,Married,3,599,12,8,0,38.2,2,2,3,60,0,0,0,0,0
LN2024002951,CUS0002951,Auto Loan,2023-10-11,64900.0,36,15.09,2253.0,19470.0,16,16,14,47,31-60 DPD,44,Male,24776,Self-Employed,0.5,Madinah,Company Provided,Married,5,530,4,2,0,59.0,2,2,3,30,0,4,0,0,2
LN2024002952,CUS0002952,Credit Card,2024-11-10,4000.0,12,32.8,395.0,800.0,3,3,3,0,Current,47,Male,4000,Government,1.8,Other,Owned,Married,1,703,8,4,0,42.2,0,0,0,0,0,0,0,0,0
LN2024002953,CUS0002953,Personal Loan,2024-01-19,15600.0,48,21.94,491.0,3120.0,13,13,13,0,Current,33,Male,5789,Salaried,7.8,Khobar,Company Provided,Single,3,606,6,4,0,44.3,0,3,4,0,0,0,0,0,0
LN2024002954,CUS0002954,Auto Loan,2024-06-18,70500.0,24,13.14,3356.0,42300.0,8,8,4,179,90+ DPD,53,Male,19576,Salaried,4.6,Other,Company Provided,Married,2,618,10,6,1,62.7,2,5,7,30,0,6,1,0,3
LN2024002955,CUS0002955,Auto Loan,2025-01-09,24800.0,60,12.97,564.0,4960.0,1,1,1,0,Current,57,Female,5581,Self-Employed,16.3,Makkah,Family,Divorced,0,648,6,3,1,40.2,0,0,0,0,0,0,0,0,0
LN2024002956,CUS0002956,Credit Card,2024-07-15,9100.0,24,34.94,532.0,1820.0,7,7,7,0,Current,34,Male,4000,Self-Employed,1.5,Dammam,Rented,Single,4,580,6,5,0,54.2,0,2,2,0,0,0,0,0,0
LN2024002957,CUS0002957,Personal Loan,2024-05-19,16700.0,36,22.93,646.0,3340.0,9,9,9,0,Current,32,Male,7155,Self-Employed,2.2,Riyadh,Owned,Single,3,676,4,3,0,20.2,0,2,2,0,0,0,0,0,0
LN2024002958,CUS0002958,Credit Card,2024-10-10,6000.0,18,27.88,412.0,2400.0,4,4,3,21,1-30 DPD,39,Male,4000,Salaried,4.9,Makkah,Rented,Single,3,609,4,2,0,66.8,1,2,3,60,0,1,0,0,1
LN2024002959,CUS0002959,Personal Loan,2024-01-06,10000.0,24,19.58,507.0,2000.0,13,13,13,0,Current,41,Male,4000,Salaried,7.7,Dammam,Rented,Married,3,747,8,7,0,44.1,3,3,4,0,0,0,0,0,0
LN2024002960,CUS0002960,Consumer Durable,2023-12-25,8100.0,6,22.96,1442.0,1620.0,14,6,6,0,Current,50,Male,4000,Government,0.5,Madinah,Rented,Married,2,571,6,4,0,49.5,3,3,5,30,0,0,0,0,0
LN2024002961,CUS0002961,Auto Loan,2024-11-26,20200.0,48,16.26,575.0,14813.33,3,3,1,49,31-60 DPD,39,Male,5405,Self-Employed,1.2,Other,Owned,Divorced,3,509,8,5,1,44.3,1,2,5,30,0,3,2,2,1
LN2024002962,CUS0002962,Gold Loan,2024-10-18,13900.0,24,17.15,688.0,2780.0,4,4,4,0,Current,34,Male,4993,Salaried,1.0,Jeddah,Owned,Married,4,771,4,2,0,46.2,3,3,3,0,0,0,0,0,0
LN2024002963,CUS0002963,Personal Loan,2024-01-29,12600.0,24,19.42,638.0,6396.92,13,13,8,127,90+ DPD,47,Male,6299,Self-Employed,4.7,Makkah,Rented,Married,2,689,6,4,0,35.0,1,1,2,0,0,8,1,0,2
LN2024002964,CUS0002964,Auto Loan,2024-06-15,44800.0,48,17.29,1299.0,8960.0,8,8,8,0,Current,47,Male,9540,Salaried,3.0,Other,Family,Married,4,691,6,4,0,25.1,0,0,1,0,0,0,0,0,0
LN2024002965,CUS0002965,Personal Loan,2024-08-27,23300.0,48,21.14,723.0,13980.0,6,6,3,71,61-90 DPD,30,Male,9976,Business Owner,4.6,Riyadh,Owned,Divorced,3,656,5,4,1,32.1,0,1,3,0,0,9,2,1,0
LN2024002966,CUS0002966,Credit Card,2023-09-03,3200.0,18,35.79,232.0,790.59,17,17,16,18,1-30 DPD,42,Male,4000,Government,1.0,Makkah,Rented,Single,1,643,5,3,0,42.4,0,1,2,30,0,1,0,0,0
LN2024002967,CUS0002967,Personal Loan,2024-09-04,13600.0,24,19.89,691.0,2720.0,5,5,5,0,Current,51,Male,4000,Salaried,0.5,Jeddah,Rented,Married,2,697,5,4,0,53.6,1,1,2,0,0,0,0,0,0
LN2024002968,CUS0002968,Gold Loan,2024-12-24,7700.0,6,17.14,1348.0,1540.0,2,2,2,0,Current,59,Female,4000,Salaried,6.9,Riyadh,Rented,Divorced,3,601,8,4,0,34.4,1,2,2,0,0,0,0,0,0
LN2024002969,CUS0002969,Gold Loan,2023-11-01,14700.0,6,17.92,2580.0,4900.0,15,6,5,29,1-30 DPD,54,Male,4000,Self-Employed,0.5,Riyadh,Family,Married,3,699,8,7,2,8.1,3,3,3,0,0,2,0,0,0
LN2024002970,CUS0002970,Auto Loan,2024-05-05,21100.0,36,15.01,732.0,4220.0,9,9,9,0,Current,26,Male,10046,Salaried,2.4,Jeddah,Family,Married,2,547,7,4,0,59.7,3,3,4,30,0,0,0,0,0
LN2024002971,CUS0002971,Personal Loan,2023-09-15,22200.0,24,21.72,1149.0,6529.41,17,17,15,36,31-60 DPD,31,Male,9994,Salaried,0.5,Madinah,Family,Married,3,653,7,3,0,49.7,0,1,2,0,0,2,0,0,1
LN2024002972,CUS0002972,Gold Loan,2024-06-06,17100.0,6,12.34,2953.0,5700.0,8,6,5,5,1-30 DPD,45,Female,4000,Salaried,9.3,Khobar,Rented,Married,2,598,2,1,0,43.2,0,1,2,0,0,2,0,0,0
LN2024002973,CUS0002973,Consumer Durable,2024-02-17,4400.0,9,23.93,539.0,880.0,12,9,9,0,Current,37,Male,4000,Salaried,1.6,Other,Family,Married,4,638,8,6,1,38.4,0,1,2,0,0,0,0,0,0
LN2024002974,CUS0002974,Auto Loan,2024-11-13,50200.0,36,14.22,1721.0,10040.0,3,3,3,0,Current,33,Male,21836,Salaried,0.5,Riyadh,Rented,Married,1,735,5,3,0,41.4,1,2,2,0,0,0,0,0,0
LN2024002975,CUS0002975,Consumer Durable,2024-01-05,2000.0,9,17.68,239.0,400.0,13,9,9,0,Current,43,Male,4000,Self-Employed,1.4,Jeddah,Rented,Married,3,692,7,3,0,55.0,2,2,4,0,0,0,0,0,0
LN2024002976,CUS0002976,Personal Loan,2023-10-08,13300.0,12,24.87,1263.0,2660.0,16,12,12,0,Current,36,Male,4000,Salaried,0.5,Tabuk,Owned,Single,3,615,3,2,0,64.9,1,2,5,30,0,0,0,0,0
LN2024002977,CUS0002977,Personal Loan,2023-12-23,32400.0,48,23.59,1049.0,6480.0,14,14,14,0,Current,38,Male,13225,Government,9.3,Khobar,Company Provided,Single,0,717,5,3,1,30.8,2,2,2,0,0,0,0,0,0
LN2024002978,CUS0002978,Consumer Durable,2024-07-24,11800.0,12,22.5,1107.0,2360.0,7,7,7,0,Current,58,Male,4000,Self-Employed,12.5,Madinah,Owned,Married,5,629,4,2,0,44.8,1,2,2,0,0,0,0,0,0
LN2024002979,CUS0002979,Personal Loan,2023-12-08,12600.0,36,20.6,472.0,2520.0,14,14,14,0,Current,52,Male,4000,Salaried,1.5,Riyadh,Rented,Single,3,651,7,3,0,49.8,2,3,4,0,0,0,0,0,0
LN2024002980,CUS0002980,Consumer Durable,2023-12-25,16000.0,18,5.99,932.0,4114.29,14,14,13,7,1-30 DPD,48,Male,4000,Business Owner,0.5,Riyadh,Owned,Divorced,4,597,5,3,1,59.0,1,3,5,60,0,0,0,0,0
LN2024002981,CUS0002981,Credit Card,2024-05-03,16500.0,12,32.52,1629.0,6233.33,9,9,7,56,31-60 DPD,38,Male,4000,Business Owner,7.4,Riyadh,Rented,Married,2,721,7,6,0,30.4,1,3,3,0,0,6,1,1,1
LN2024002982,CUS0002982,Consumer Durable,2024-01-07,8800.0,9,9.9,1019.0,1760.0,13,9,9,0,Current,38,Female,4000,Government,11.8,Riyadh,Family,Married,0,711,4,2,0,5.0,2,4,5,30,0,0,0,0,0
LN2024002983,CUS0002983,Auto Loan,2024-12-05,49000.0,60,14.54,1154.0,29400.0,2,2,1,19,1-30 DPD,41,Male,14367,Salaried,5.8,Riyadh,Company Provided,Single,0,704,10,5,0,38.0,0,0,0,0,0,3,0,0,0
LN2024002984,CUS0002984,Consumer Durable,2024-01-09,3900.0,6,23.45,695.0,780.0,13,6,6,0,Current,48,Male,4000,Salaried,0.5,Makkah,Rented,Divorced,2,681,11,8,0,43.9,1,2,2,0,0,0,0,0,0
LN2024002985,CUS0002985,Consumer Durable,2023-12-08,3700.0,12,16.22,336.0,986.67,14,12,11,29,1-30 DPD,51,Male,4000,Salaried,3.5,Riyadh,Owned,Married,1,637,5,3,0,21.5,1,1,2,0,0,1,0,0,0
LN2024002986,CUS0002986,Auto Loan,2024-08-16,72400.0,48,17.87,2122.0,14480.0,6,6,6,0,Current,42,Male,29825,Salaried,4.8,Jeddah,Owned,Married,1,670,13,7,1,36.2,0,1,2,0,0,0,0,0,0
LN2024002987,CUS0002987,Personal Loan,2024-11-23,29100.0,24,25.62,1562.0,5820.0,3,3,3,0,Current,45,Male,6980,Government,4.2,Madinah,Rented,Married,0,667,1,1,0,41.6,0,1,2,0,0,0,0,0,0
LN2024002988,CUS0002988,Personal Loan,2024-12-29,35200.0,24,21.53,1818.0,7040.0,2,2,2,0,Current,34,Male,11579,Salaried,1.5,Riyadh,Company Provided,Single,5,629,4,3,0,21.8,0,0,0,60,0,0,0,0,0
LN2024002989,CUS0002989,Auto Loan,2024-06-29,64100.0,48,16.59,1836.0,32050.0,8,8,5,74,61-90 DPD,57,Female,29776,Government,2.1,Riyadh,Family,Divorced,3,657,5,4,0,25.5,1,2,2,0,0,8,4,2,1
LN2024002990,CUS0002990,Personal Loan,2023-11-11,18200.0,18,18.87,1169.0,4610.67,15,15,14,4,1-30 DPD,44,Male,6687,Salaried,7.7,Riyadh,Rented,Single,0,680,7,3,0,31.7,1,3,6,0,0,0,0,0,0
LN2024002991,CUS0002991,Personal Loan,2023-09-23,17500.0,18,20.13,1134.0,3500.0,17,17,17,0,Current,50,Male,4246,Salaried,4.0,Jeddah,Rented,Single,1,741,13,8,2,36.2,1,3,3,30,0,0,0,0,0
LN2024002992,CUS0002992,Auto Loan,2023-08-17,34500.0,48,17.72,1008.0,11500.0,18,18,15,80,61-90 DPD,58,Male,8050,Salaried,4.3,Khobar,Owned,Married,4,737,3,2,0,34.1,1,2,4,0,0,7,0,0,1
LN2024002993,CUS0002993,Auto Loan,2024-08-24,45200.0,48,13.68,1228.0,9040.0,6,6,6,0,Current,42,Male,12263,Salaried,2.5,Riyadh,Rented,Married,4,573,4,2,0,62.8,2,2,2,0,0,0,0,0,0
LN2024002994,CUS0002994,Auto Loan,2024-02-12,31200.0,48,15.25,872.0,6240.0,12,12,12,0,Current,36,Female,7541,Salaried,0.6,Jeddah,Owned,Married,2,671,13,7,1,21.4,0,0,0,0,0,0,0,0,0
LN2024002995,CUS0002995,Personal Loan,2024-12-26,16600.0,36,19.23,610.0,9960.0,2,2,1,20,1-30 DPD,38,Female,4973,Salaried,3.3,Riyadh,Company Provided,Married,3,613,6,4,1,66.5,1,3,6,30,0,2,0,0,1
LN2024002996,CUS0002996,Consumer Durable,2024-11-06,9700.0,18,20.62,631.0,1940.0,3,3,3,0,Current,45,Male,4000,Salaried,2.4,Other,Owned,Married,0,755,7,3,0,34.9,1,1,2,0,0,0,0,0,0
LN2024002997,CUS0002997,Consumer Durable,2024-11-21,2500.0,9,14.61,295.0,500.0,3,3,3,0,Current,46,Male,4000,Self-Employed,1.9,Makkah,Owned,Single,5,686,8,4,0,47.7,0,2,2,0,0,0,0,0,0
LN2024002998,CUS0002998,Personal Loan,2023-09-10,15800.0,36,25.14,629.0,3903.53,17,17,16,8,1-30 DPD,36,Male,6161,Salaried,2.6,Khobar,Rented,Married,3,571,4,2,0,59.7,0,2,3,30,0,2,1,1,0
LN2024002999,CUS0002999,Auto Loan,2023-11-21,37700.0,48,17.07,1089.0,7540.0,15,15,15,0,Current,41,Male,11458,Salaried,0.5,Riyadh,Rented,Married,3,803,12,6,0,31.0,2,2,2,0,0,0,0,0,0
LN2024003000,CUS0003000,Auto Loan,2024-08-29,91000.0,60,16.0,2213.0,18200.0,6,6,6,0,Current,43,Female,19745,Salaried,0.5,Other,Family,Married,4,667,7,3,0,38.6,1,1,5,0,0,0,0,0,0
LN2024003001,CUS0003001,Gold Loan,2024-04-18,14400.0,18,13.76,890.0,4032.0,10,10,9,28,1-30 DPD,54,Male,4000,Salaried,1.7,Riyadh,Rented,Single,2,599,6,3,0,61.5,0,0,3,0,0,3,0,0,1
LN2024003002,CUS0003002,Consumer Durable,2025-01-02,2800.0,6,8.76,479.0,560.0,1,1,1,0,Current,28,Female,4000,Salaried,2.0,Madinah,Owned,Married,0,582,5,3,0,48.3,0,2,3,0,0,0,0,0,0
LN2024003003,CUS0003003,Personal Loan,2024-07-10,10000.0,36,20.31,373.0,2000.0,7,7,7,0,Current,32,Male,4000,Government,1.5,Makkah,Owned,Married,5,663,14,8,1,21.7,0,0,0,0,0,0,0,0,0
